47/1000: ??..?#????#????? 1,5,5 -> 2 | 6 | 162
48/1000: #?#????????#????? 1,1,2,1,6 -> 10 | 120 | 207360
49/1000: ????#???###???.?? 6,4,1 -> 10 | 158 | 623201
50/1000: #.??????#???#??? 1,10 -> 4 | 22 | 3660
51/1000: ??#?#????#?#???.???. 5,9 -> 1 | 1 | 1
52/1000: ????#?#???.???.??? 4,1,1,2,2 -> 8 | 128 | 524288
53/1000: ?????###??? 2,3,1 -> 6 | 60 | 60000
54/1000: ?.#???.#??.# 1,3,1 -> 1 | 1 | 1
55/1000: .#????..??????? 1,1,1,4 -> 13 | 451 | 18831118
56/1000: #.????#????.#???#?? 1,4,1,1,5 -> 7 | 89 | 182921
57/1000: .#?????..?#?? 3,1,4 -> 2 | 8 | 512
58/1000: ?.#???#?##.? 1,5 -> 1 | 1 | 1
59/1000: ?.#?#?????#??##??# 1,1,1,6,1 -> 7 | 56 | 28672
60/1000: ?.??.#?###?????.? 1,2,7,1 -> 3 | 21 | 7203
61/1000: ??#???##?#?#??# 1,3,6,1 -> 1 | 1 | 1
62/1000: ?????.??#?##?#?? 3,7 -> 6 | 58 | 52391
63/1000: .?.??????? 1,1,1 -> 25 | 1943 | 912160320
64/1000: ?.??##????..???..? 6,1 -> 13 | 259 | 2048184
65/1000: ???#??.#???#.#? 1,4,1,3,1 -> 1 | 3 | 81
66/1000: ????????#?##? 3,5 -> 9 | 96 | 116508
67/1000: ?#??..????????.????? 3,3,3,3 -> 18 | 486 | 9565938
68/1000: ...?????????#? 6,1 -> 3 | 15 | 1875
69/1000: #???#?.?#?#?###? 1,2,8 -> 4 | 16 | 1024
70/1000: ?.???#?#??.????????# 1,1,1,3,7,1 -> 2 | 4 | 32
71/1000: ?.#????#.????? 1,2,2 -> 5 | 46 | 35819
72/1000: ?.?#?#????#???.???. 1,4,6,1,1 -> 3 | 18 | 3888
73/1000: ?????#?#???? 4,2,1 -> 2 | 17 | 10440
74/1000: ??..?#?#?. 1,3 -> 2 | 6 | 162
75/1000: ????#?????#???????? 5,4,3 -> 44 | 2789 | 710290535
76/1000: ???.?#?##?.#??.??.? 1,1,4,2,2 -> 1 | 6 | 1296
77/1000: ##??#???#??#? 6,2,2 -> 3 | 12 | 768
78/1000: ??###??#???? 8,2 -> 3 | 12 | 768
79/1000: ?#????##?#?. 1,5 -> 2 | 4 | 32
80/1000: ..??##??##??.?#?. 1,7,2 -> 2 | 12 | 2592
81/1000: ????????#??##???#?. 11,3 -> 3 | 11 | 542
82/1000: ??#??????????## 1,2,2 -> 8 | 89 | 122543
83/1000: ???.#?#??..???#?#??? 1,5,5,2 -> 3 | 30 | 30000
84/1000: ?#???.??#??#???#???. 2,10,1 -> 6 | 72 | 124416
85/1000: ??.##???#????? 1,6,2 -> 6 | 60 | 60000
86/1000: .???##??..??? 6,1 -> 6 | 48 | 24576
87/1000: #????.???#?#??#.??? 1,1,9,3 -> 3 | 12 | 768
88/1000: ..???????###.? 1,6,1 -> 3 | 21 | 7203
89/1000: ???????#??.?#?.. 5,3 -> 3 | 9 | 243
90/1000: #???????????#?. 1,9 -> 2 | 4 | 32
91/1000: ????#????? 2,2,1 -> 11 | 253 | 3078251
92/1000: ??.???.#??#?.#??? 1,2,2,2,4 -> 4 | 16 | 1024
93/1000: ??#???#?.?..#???.?. 7,4 -> 2 | 4 | 32
94/1000: .???#??.?# 1,1,1 -> 3 | 13 | 1057
95/1000: ?#?#??###? 5,3 -> 1 | 2 | 16
96/1000: ????#??#????.??#??. 9,1,4 -> 6 | 72 | 124416
97/1000: #???#?#??????? 7,1,1,1 -> 4 | 16 | 1024
98/1000: ?.##??#??#.?#?? 2,4,2 -> 2 | 4 | 32
99/1000: ???#?#???.?#?.? 6,1,2,1 -> 6 | 48 | 24576
100/1000: ##??.#???#?.# 4,1,1,1 -> 1 | 2 | 16
101/1000: ??????????.?????? 2,1,1,6 -> 35 | 3047 | 2010414851
102/1000: ?##???#.... 3,1 -> 2 | 4 | 32
103/1000: .???.??#.?.# 1,3,1 -> 3 | 12 | 768
104/1000: ??.??#???? 1,2,2 -> 7 | 88 | 174838
105/1000: ##??????#??????? 2,1,8 -> 10 | 101 | 104060
106/1000: ?.?????#?????.???.? 2,1,1,3 -> 19 | 2783 | 8745648581
107/1000: ##..?????.??.. 2,1 -> 7 | 49 | 16807
108/1000: ???##???#?.???#??. 7,4 -> 6 | 36 | 7776
109/1000: ?#??#?#?.?.?#.? 1,1,2,1,1 -> 2 | 8 | 512
110/1000: .#??#?##?##?? 7,2 -> 1 | 1 | 1
111/1000: ??.????????#???##??# 3,11 -> 3 | 37 | 69413
112/1000: #????#???????#???? 2,1,2,1,1,1 -> 29 | 2697 | 2169350829
113/1000: ?????#.???#??#??? 3,1,8 -> 7 | 84 | 145152
114/1000: ?????#??#??#??#????? 6,7,1 -> 12 | 235 | 1764930
115/1000: ?#????#????.?# 2,4,1 -> 7 | 49 | 16807
116/1000: ??#?#???.??#?##???? 2,3,6,2 -> 3 | 21 | 7203
117/1000: .#???#???#?????.#??? 12,4 -> 1 | 1 | 1
118/1000: ?.?.?.??????#???. 1,10 -> 3 | 12 | 768
119/1000: ???????????#?..?. 10,1 -> 3 | 22 | 8676
120/1000: .##??#???.??.?#? 2,1,2,1,2 -> 4 | 16 | 1024
121/1000: ?.?.???##??###??. 6,5 -> 1 | 1 | 1
122/1000: ?#????.???? 4,1 -> 9 | 168 | 1092721
123/1000: ?.??????..#??? 1,5,3 -> 2 | 8 | 512
124/1000: ##?#?#??.?? 4,2 -> 1 | 1 | 1
125/1000: ????????.???????.# 7,1,1,1 -> 30 | 1480 | 177698228
126/1000: ?.?.??##??.##?#?# 1,1,4,6 -> 5 | 25 | 3125
127/1000: ????#.#?#???.#??? 3,1,5,1,2 -> 1 | 1 | 1
128/1000: ?.???..?.#??? 1,2 -> 6 | 62 | 68408
129/1000: ?#???????? 2,1 -> 13 | 226 | 1187418
130/1000: ?????##?.???.?? 7,3 -> 2 | 8 | 512
131/1000: ?#?#?#?#???##???.#? 8,1,3,1,1 -> 1 | 1 | 1
132/1000: .??####.????#?? 6,2,4 -> 1 | 3 | 81
133/1000: #?#?.???.?..?? 4,1,1,1 -> 9 | 138 | 497495
134/1000: ?????#?#???#?? 1,1,8 -> 4 | 47 | 76245
135/1000: ?#..?##???????.?#??? 2,7,1,3 -> 6 | 36 | 7776
136/1000: ?.?????#??? 1,2 -> 10 | 172 | 875213
137/1000: ??#?#??#?? 2,1,3 -> 2 | 4 | 32
138/1000: .?#????#.???? 6,2 -> 3 | 12 | 768
139/1000: ??.?.????.?#???? 1,1,2,1,2 -> 22 | 1686 | 758861008
140/1000: ??????#?????#???? 14,1 -> 3 | 15 | 1875
141/1000: ????#???#???? 5,3 -> 7 | 57 | 30775
142/1000: ?.????#.?? 1,1 -> 6 | 70 | 111157
143/1000: ?#??.??????##?? 2,6 -> 6 | 42 | 14406
144/1000: #??#????##?????#? 14,1 -> 1 | 2 | 16
145/1000: #...??????#???###?#? 1,1,12 -> 5 | 30 | 6480
146/1000: ?.?#????????#..?#? 1,1,5,1,2 -> 4 | 24 | 5184
147/1000: ???.?????#? 1,1,4 -> 11 | 274 | 4234715
148/1000: ??#??.?.??..##?? 3,1,4 -> 10 | 100 | 100000
149/1000: ????.??####???????#? 1,2,7,5 -> 5 | 45 | 32805
150/1000: .#?...?????#?? 2,1,1,3 -> 4 | 16 | 1024
151/1000: ?#??.???.???#?? 4,2,1,2,1 -> 2 | 4 | 32
152/1000: ????.?.????#?#?.?.? 4,1,4,1,1 -> 9 | 103 | 154390
153/1000: ..?.?#???#..??#???? 5,5 -> 3 | 9 | 243
154/1000: ?.??????????.?.?#.? 1,8,1,2 -> 5 | 73 | 227185
155/1000: ?#?##???#?.???????.. 8,5 -> 3 | 9 | 243
156/1000: .??#???#????????? 9,2,1 -> 10 | 205 | 1766100
157/1000: ???##???#???#??????? 10,8 -> 3 | 12 | 768
158/1000: ??#???.?.?#??.? 1,4 -> 1 | 1 | 1
159/1000: ?????.???? 4,2 -> 6 | 62 | 68408
160/1000: ??????.??? 6,1 -> 3 | 19 | 4826
161/1000: ??##??????? 6,1,1 -> 4 | 28 | 9604
162/1000: .????????#?#??.??? 3,5 -> 12 | 219 | 1331167
163/1000: ?#????????#### 6,6 -> 2 | 6 | 162
164/1000: ????????.????#.. 1,1,2,1,2 -> 21 | 1173 | 204425074
165/1000: ?#???.??#????.?? 2,5,1,1 -> 4 | 72 | 419904
166/1000: .?????#?##????????? 16,1 -> 1 | 3 | 81
167/1000: ?.???#?????#?#?? 1,1,2,4 -> 15 | 531 | 23556149
168/1000: ???????.?#? 4,1 -> 4 | 27 | 8303
169/1000: .??#???#??? 8,1 -> 1 | 3 | 81
170/1000: #???#?#??. 1,1,4 -> 1 | 1 | 1
171/1000: ??.???.?#?#??. 2,6 -> 3 | 12 | 768
172/1000: ???.??#.???# 1,1,1,3 -> 4 | 44 | 58564
173/1000: ?#.?#?#????.. 1,7 -> 2 | 4 | 32
174/1000: #???????#???.? 1,2,5 -> 6 | 68 | 98987
175/1000: #.???#?.?????#??# 1,5,1,4,1 -> 3 | 9 | 243
176/1000: .???##.??.? 4,1 -> 3 | 12 | 768
177/1000: ????#????##??.?#?? 3,4,2 -> 16 | 256 | 1048576
178/1000: ?????#?????#.. 6,1 -> 5 | 25 | 3125
179/1000: ???.#??#.?# 1,4,1 -> 3 | 9 | 243
180/1000: #???.???#????.??#?? 1,1,1,6,1,1 -> 4 | 48 | 82944
181/1000: ?#??#????? 1,2,1 -> 7 | 78 | 107915
182/1000: ?.?#?#?????#????..?. 1,4,5,2,1 -> 4 | 32 | 16384
183/1000: .??#????????????? 1,11,2 -> 1 | 2 | 16
184/1000: ???????#.??.#????? 2,1,1,1,1,6 -> 2 | 4 | 32
185/1000: ????..?.#? 1,1,1 -> 7 | 131 | 858600
186/1000: ??#?.?.#???##??# 1,2,2,2,1 -> 1 | 1 | 1
187/1000: ?????????..????#.?#? 1,1,3,1,1,3 -> 31 | 1416 | 134948459
188/1000: ???????#??????????? 1,1,8,2 -> 55 | 7662 | 20714789388
189/1000: ??.??#???.??..?#?. 3,2 -> 6 | 36 | 7776
190/1000: .??????????#..???? 1,8,1,1 -> 6 | 94 | 361457
191/1000: ?#?.???#?#?? 1,1,1,1 -> 3 | 18 | 3888
192/1000: ??#?..???#???# 4,4,1 -> 3 | 9 | 243
193/1000: #?????.??????###??? 2,1,1,1,5,1 -> 25 | 1140 | 108093450
194/1000: ?.???#???#?????. 1,1,4,6 -> 1 | 2 | 16
195/1000: ###..??.?#?#.##??#? 3,1,3,6 -> 2 | 4 | 32
196/1000: ????.#?.?????? 1,1,1,5 -> 6 | 68 | 98987
197/1000: ?#??.?.?#.#??..??? 1,1,1,1,3,1 -> 3 | 30 | 30000
198/1000: #.?.#.????#??.?#???? 1,1,6,5 -> 4 | 16 | 1024
199/1000: #???.?????????#???#. 1,1,11,1 -> 4 | 16 | 1024
200/1000: ?#.?#?????. 1,2,4 -> 1 | 1 | 1
201/1000: ??????????.????#? 3,6,1,3 -> 3 | 15 | 1875
202/1000: ??#??#??####??? 12,1 -> 3 | 12 | 768
203/1000: ??.?.??.#?#?#?#. 1,1,1,7 -> 4 | 36 | 26244
204/1000: ??.??#??????#?#?#??? 2,14 -> 3 | 27 | 19683
205/1000: ?#???.?????????. 3,5,2 -> 6 | 54 | 39366
206/1000: ?.?.?#??#?##???.?## 1,1,3,1,5,2 -> 1 | 1 | 1
207/1000: ?.?#???????????? 2,6 -> 11 | 215 | 1605372
208/1000: ?#????#????.?..?. 6,1,1,1 -> 5 | 118 | 1551022
209/1000: ?...?#??..??#.?.?? 1,2 -> 1 | 1 | 1
210/1000: .?.??#??#???#. 1,9 -> 1 | 2 | 16
211/1000: ??????????.?? 1,4,1 -> 40 | 3561 | 2512510704
212/1000: ###?..#?????#?#?#?? 3,12 -> 1 | 1 | 1
213/1000: ?????#?.?#???#? 1,1,1,7 -> 3 | 12 | 768
214/1000: ??#???#????#.???#? 2,2,3,5 -> 4 | 40 | 40000
215/1000: ??#?#.#.#?????? 4,1,1,3 -> 3 | 14 | 1422
216/1000: ?????#.#.? 2,3,1 -> 1 | 3 | 81
217/1000: ???.??????.?. 3,1,1,1 -> 14 | 392 | 8605184
218/1000: #?????#?#. 5,1,1 -> 1 | 2 | 16
219/1000: ????.?.??. 1,1,1 -> 17 | 900 | 133543659
220/1000: ??##?.#?#.#?##?? 1,2,1,1,5 -> 1 | 2 | 16
221/1000: .?..?#.????#.? 2,1 -> 1 | 1 | 1
222/1000: ??.??#??.##?????.. 1,4,6 -> 4 | 24 | 5184
223/1000: #?..?..??###???#??# 2,1,1,7,1 -> 1 | 1 | 1
224/1000: .??##??#???.????? 1,5,1,1,1 -> 13 | 544 | 39862592
225/1000: .?#?????#???#?.? 2,4,3 -> 6 | 36 | 7776
226/1000: ?#?##??#????#???.? 12,1 -> 3 | 17 | 3093
227/1000: ???.?#??.?? 1,3,1 -> 12 | 240 | 1920000
228/1000: .??#.#.#???#?? 3,1,2,2 -> 2 | 4 | 32
229/1000: #????????###?.#??? 1,2,4,2 -> 9 | 99 | 131769
230/1000: ?????##?##???.????? 1,10,1,1,1 -> 3 | 18 | 3888
231/1000: .?#.#???????? 1,2,3 -> 4 | 26 | 7140
232/1000: #?#????##??#?#????? 1,2,1,7,1,1 -> 3 | 9 | 243
233/1000: #.#???##???#?#??##? 1,1,14 -> 2 | 4 | 32
234/1000: #.?..????#???? 1,1,5,1 -> 7 | 66 | 55319
235/1000: ??#???#??###.??#??? 3,6,4 -> 9 | 81 | 59049
236/1000: #???#??????????? 1,7,1,1,1 -> 5 | 25 | 3125
237/1000: ??#?#?????#????? 10,2 -> 5 | 44 | 29984
238/1000: ???????#??? 4,2 -> 6 | 82 | 209315
239/1000: .???.??????#?#?.??# 1,1,1,8,1,1 -> 1 | 1 | 1
240/1000: #?.???..???#?#.?# 1,2,1,3,1 -> 4 | 16 | 1024
241/1000: ??.?#..?.#?? 1,3 -> 1 | 1 | 1
242/1000: ?##..??#?##?#?? 3,1,8 -> 1 | 1 | 1
243/1000: ???..????#? 1,4 -> 7 | 99 | 280057
244/1000: #.#?#.??#????#? 1,3,1,1,1 -> 3 | 9 | 243
245/1000: ?#?#??????#?? 2,2,2,3 -> 3 | 9 | 243
246/1000: .??#?#???????.??#? 1,5,2,1,2 -> 6 | 68 | 98987
247/1000: ?#????#????#?.? 1,8 -> 2 | 4 | 32
248/1000: ???#?.??????...? 3,2,3 -> 2 | 38 | 260642
249/1000: .???#???##? 3,2 -> 3 | 9 | 243
250/1000: #???#.??#???.?#???? 2,2,1,1,1,5 -> 4 | 24 | 5184
251/1000: ???##???.#???????? 1,2,1,7 -> 6 | 66 | 87846
252/1000: #?????.?#?#?. 1,1,4 -> 8 | 64 | 32768
253/1000: ??????.?#?? 4,3 -> 6 | 42 | 14406
254/1000: ?#?.??????###?.?# 1,2,6,1 -> 3 | 9 | 243
255/1000: ?#??.????#?#??? 3,6 -> 8 | 88 | 117128
256/1000: #???????????? 4,2,2 -> 10 | 312 | 9475854
257/1000: .###.??#?#?.#???##? 3,2,1,7 -> 1 | 1 | 1
258/1000: ?.?##????????.???# 10,1 -> 2 | 4 | 32
259/1000: ??.?????.??#???????? 1,5,5,2 -> 18 | 558 | 16623378
260/1000: ???.?.??.. 1,1,1 -> 9 | 259 | 6172648
261/1000: ?.##?#.?#.?.? 4,2,1,1 -> 1 | 4 | 256
262/1000: #??#?##?##?#???? 10,1,2 -> 2 | 4 | 32
263/1000: ?##??.?#?.?? 4,1,1 -> 4 | 26 | 7140
264/1000: ??????.#??#???#??. 1,1,10 -> 10 | 150 | 506250
265/1000: ###?????#?#??##.?? 11,2,2 -> 1 | 1 | 1
266/1000: ??.#??????.???#? 1,3,2,1,2 -> 12 | 168 | 460992
267/1000: ##??????..????.? 2,1,1,4,1 -> 6 | 36 | 7776
268/1000: ????#.?#.?#?.#? 1,2,1,1,2 -> 2 | 4 | 32
269/1000: .???#..?.??#? 1,1,1,4 -> 2 | 8 | 512
270/1000: ????##???.?.?#???.? 7,1,4 -> 8 | 112 | 307328
271/1000: ???.#???????? 2,3,5 -> 2 | 6 | 162
272/1000: ??#..#??#? 1,5 -> 1 | 1 | 1
273/1000: #???#.?..?. 2,1,1 -> 2 | 11 | 1830
274/1000: ??.#??????#.??????## 2,5,1,1,6 -> 1 | 1 | 1
275/1000: ??#?????#???? 3,1,1,1 -> 22 | 752 | 30033318
276/1000: ?#????????##? 1,2,1,5 -> 1 | 4 | 256
277/1000: .?????..??? 3,1 -> 10 | 161 | 671898
278/1000: ???##???.?.#?..?#? 5,1,3 -> 4 | 28 | 9604
279/1000: ???#????.?#? 3,1,2 -> 12 | 180 | 607500
280/1000: ????.?#??.#? 1,1,4,2 -> 3 | 9 | 243
281/1000: ???#.??##?#?.?#?? 2,5,1 -> 2 | 4 | 32
282/1000: .?#??????#?..#.?? 3,2,1,1,1 -> 6 | 78 | 171366
283/1000: .?.??##?#?#?????.#?? 1,10,3 -> 4 | 16 | 1024
284/1000: ???..?#???#?? 2,5 -> 3 | 19 | 4826
285/1000: ?#?#.??????????##.#? 3,6,5,1 -> 1 | 1 | 1
286/1000: ????####?????? 7,2 -> 10 | 180 | 1049760
287/1000: ?#??????#??.? 1,7 -> 2 | 4 | 32
288/1000: ????????#?????#??. 3,4,3,2 -> 2 | 10 | 1250
289/1000: ??..#?##.? 1,4,1 -> 2 | 6 | 162
290/1000: ??.?.#?#??????#??#? 2,1,1,1,5,2 -> 4 | 20 | 2500
291/1000: ???.??#???#??#?# 1,2,7 -> 7 | 87 | 167025
292/1000: ??????????.?##???? 1,1,1,1,6 -> 70 | 7350 | 8508543750
293/1000: #?.??#???.???#??? 1,3,1,1,4 -> 9 | 81 | 59049
294/1000: ????#?#?.??#??? 7,1,1,1 -> 4 | 24 | 5184
295/1000: #??????#?? 1,1,1 -> 5 | 39 | 18507
296/1000: ?#????#.?. 2,3,1 -> 2 | 6 | 162
297/1000: ?#??#.????. 3,1,4 -> 1 | 2 | 16
298/1000: ??????.??#.?##? 6,1,1,2 -> 1 | 2 | 16
299/1000: ???#?????????#? 1,1,1,7 -> 6 | 67 | 93292
300/1000: ?##?????.?#??.?#???? 4,1,4,1,1 -> 15 | 375 | 5859375
301/1000: .????#?#??#?#?.#??.? 10,3 -> 2 | 4 | 32
302/1000: ?#??##?##??#????.? 6,2,1,1,1 -> 4 | 21 | 3038
303/1000: ??????.??????? 2,6 -> 10 | 230 | 2798410
304/1000: .#?#??#???#? 6,2 -> 2 | 4 | 32
305/1000: .???#??#??????#??. 10,3 -> 6 | 36 | 7776
306/1000: ????.#?#?##???#? 2,3,2,3 -> 6 | 54 | 39366
307/1000: ?#??#???.??#???? 8,3 -> 3 | 33 | 43923
308/1000: #??.?????.??#?#????# 1,1,1,7,1 -> 22 | 484 | 5153632
309/1000: ?#?#??.???#?????#? 4,1,8 -> 8 | 64 | 32768
310/1000: ????..#?????#?#? 1,1,3,5 -> 6 | 68 | 98987
311/1000: ?#???##?##?#??????? 12,2 -> 9 | 102 | 148481
312/1000: #??#????.??.#??. 1,3,2,2,2 -> 1 | 1 | 1
313/1000: ???#??????#???? 6,3,1 -> 16 | 456 | 10556001
314/1000: ?????.??#??#???. 1,6 -> 16 | 349 | 3621944
315/1000: .??#??..???? 1,3,1,1 -> 3 | 31 | 34204
316/1000: .???.???#??.?.?.?# 1,1,2,1,1,2 -> 22 | 968 | 82458112
317/1000: ???????##??##??. 1,1,2,3,2 -> 1 | 21 | 194481
318/1000: ???????????##???..?# 12,2,2 -> 1 | 2 | 16
319/1000: ???##?#???#.??. 9,1 -> 3 | 16 | 2427
320/1000: #.??..??????? 1,2,3 -> 8 | 109 | 275699
321/1000: ??#??#?#??#??.?? 1,8,1 -> 4 | 34 | 20880
322/1000: .#??.??#???.??? 1,6 -> 1 | 1 | 1
323/1000: ???#??????#??###?? 2,1,1,1,6,1 -> 3 | 9 | 243
324/1000: ???..??###?????? 3,6,2 -> 6 | 60 | 60000
325/1000: ?.?#??????.?.?????.? 3,2 -> 13 | 317 | 4596285
326/1000: ???.##???? 1,4 -> 3 | 15 | 1875
327/1000: ??#???????#???## 3,6,2 -> 8 | 64 | 32768
328/1000: #?#.?#??#?#??#?##??? 1,1,13,1 -> 3 | 9 | 243
329/1000: ?#?#???????? 4,3,1 -> 9 | 107 | 179807
330/1000: ?.??.#???? 1,2 -> 5 | 46 | 35819
331/1000: ?#.???????.? 2,1,1,2 -> 4 | 56 | 153664
332/1000: ?##?????.????.? 7,2 -> 6 | 84 | 230496
333/1000: #?.??????#?.?? 2,3,2,1 -> 10 | 150 | 506250
334/1000: ??????#?.#.?????. 1,5,1,1,3 -> 3 | 15 | 1875
335/1000: .??????..?? 2,2,1 -> 6 | 54 | 39366
336/1000: ###????#?? 3,5 -> 2 | 4 | 32
337/1000: ?#?..#?????#? 3,3,1,2 -> 1 | 1 | 1
338/1000: #.#.?????#??.#?.? 1,1,6,1,1 -> 4 | 19 | 2036
339/1000: ?.#??#????? 4,1 -> 4 | 27 | 8303
340/1000: ????##??#?.??? 7,1 -> 7 | 84 | 145152
341/1000: ?.?##?#???? 1,7 -> 2 | 10 | 1250
342/1000: ??.?#???.?#?? 3,1 -> 2 | 4 | 32
343/1000: ???#?????#??.??????? 6,4,1,3,1 -> 3 | 18 | 3888
344/1000: ?##?????#????? 4,2,2 -> 11 | 199 | 1178241
345/1000: .##?.#??.#.?? 3,1,1,1 -> 3 | 12 | 768
346/1000: #??..?#??##?#?? 3,6,1,1 -> 1 | 1 | 1
347/1000: ???#??.#.?#?? 1,2,1,1 -> 3 | 23 | 10364
348/1000: ????#???.??? 6,2 -> 6 | 63 | 72930
349/1000: ???#.??????.?. 2,1,4 -> 4 | 28 | 9604
350/1000: ???.##????#??#? 1,1,2,1,2 -> 2 | 32 | 131072
351/1000: ?#????#.???.????.? 4,1,1,1,1 -> 58 | 8554 | 27440562078
352/1000: ##??#??.?. 5,1 -> 2 | 4 | 32
353/1000: .?.#?????# 3,1,1 -> 1 | 2 | 16
354/1000: #??????.?#.??? 6,1,1 -> 3 | 22 | 8676
355/1000: ????????#?#??????. 4,11 -> 3 | 18 | 3888
356/1000: .?????#??? 2,2 -> 6 | 66 | 87846
357/1000: .?#?#?#.?#??? 6,3 -> 2 | 4 | 32
358/1000: ?#????????..?#?? 2,2,4,3 -> 2 | 4 | 32
359/1000: ?##?#??????? 2,3,3 -> 2 | 6 | 162
360/1000: ?.????#..?#?.??. 1,1,3,1,1 -> 2 | 8 | 512
361/1000: ???????????? 7,2 -> 6 | 70 | 111157
362/1000: ..?.??????? 1,1,3 -> 7 | 142 | 1185384
363/1000: ?##?#.?.???? 4,2 -> 3 | 12 | 768
364/1000: .#?.?.?.??????#?.?? 1,1,1,1,5,1 -> 6 | 105 | 562734
365/1000: .?.??.?#???#.? 2,1 -> 2 | 4 | 32
366/1000: .???#???????###. 1,3,1,5 -> 4 | 40 | 40000
367/1000: ??#?##?????.?? 4,1,1,1 -> 6 | 144 | 1990656
368/1000: #.??.#?#??.?..??? 1,2,4,1,2 -> 2 | 4 | 32
369/1000: ??##???????.#? 7,1,1 -> 6 | 78 | 171366
370/1000: ?#?#?##???.?#??.? 1,6,1,1 -> 2 | 14 | 4802
371/1000: ?#?.?.???.?##????? 3,1,5 -> 8 | 136 | 668168
372/1000: #?#??.?????.???#?? 1,3,2,1,2,3 -> 3 | 9 | 243
373/1000: ?????#???..#?##.? 6,4 -> 4 | 16 | 1024
374/1000: ##?.???.???#?? 2,2,4 -> 6 | 36 | 7776
375/1000: ?????#?#?#???###. 1,1,11 -> 3 | 18 | 3888
376/1000: .?###?#?????.?? 4,2,1,1,1 -> 2 | 12 | 2592
377/1000: ??#????#?#????.?# 4,1,2,1 -> 3 | 9 | 243
378/1000: ????##.?????#???? 1,3,1,2,1 -> 36 | 2198 | 500268606
379/1000: ?#??#??.#?????? 5,4 -> 2 | 4 | 32
380/1000: ?#.?#?..?#????.? 2,1,2,1,1 -> 6 | 44 | 17352
381/1000: ..#??.???##?????? 3,9 -> 3 | 12 | 768
382/1000: ?##??????????##?##? 5,1,7 -> 16 | 410 | 6898830
383/1000: ?#?????#????. 1,3,1,1 -> 4 | 85 | 815634
